Kepler ID,KOI Name,Kepler Name,Kepler Disposition,NExScI Disposition,RA (J2000),Dec (J2000),Time of Transit Epoch,Period,Transit Depth,Duration,Ingress Duration,Impact Parameter,Inclination,Semi-major Axis,Eccentricity,Long of Periastron,r/R,a/R,Planet Radius,Teq,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Age,Provenance,Quarters,Transit Number,KOI count,Binary Discrimination,Transit Model,Transit Model SNR,Transit Model DOF,Transit Model chisq,Last vet Update,DV Report,DV Summary,Transit Flag,Secondary Flag,Offset Flag,Contamination Flag,Disposition Score
9541163,K07189.01,,FALSE POSITIVE,FALSE POSITIVE,19 49 10.548,+46 06 08.43,131.71771,0.5366497,105.4,2.887,,0.042,88.47,0.013,0,,0.009,1.558,0.92,2142,5822,4.529,-0.06,0.898,0.994,,q1_q17_dr25_stellar,1.11111E+31,1993,1,0.64,Mandel and Agol (2002 ApJ 580 171),10.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009541163/kplr009541163-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009541163/kplr009541163-01-20160209194854_dvs.pdf,1,0,1,1,0
9541295,K03132.01,,FALSE POSITIVE,FALSE POSITIVE,19 49 19.130,+46 08 09.92,131.71106,0.536650319,41.9,2.383,,0.61,67.32,0.014,0,,0.006,1.581,1.35,3195,6020,3.922,0,2,1.22,,q1_q17_dr25_stellar,1.11111E+31,1992,1,0.92,Mandel and Agol (2002 ApJ 580 171),31,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009541295/kplr009541295-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009541295/kplr009541295-01-20160209194854_dvs.pdf,0,1,0,0,0
9541322,K02089.01,,FALSE POSITIVE,FALSE POSITIVE,19 49 20.597,+46 09 03.56,134.55181,9.40527028,470.9,2.076,,1.212,81.35,0.089,0,,0.233,8.06,25.39,938,6347,4.464,-0.34,0.996,1.053,,q1_q17_dr25_stellar,1.11111E+31,112,1,0.87,Mandel and Agol (2002 ApJ 580 171),20.7,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009541322/kplr009541322-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009541322/kplr009541322-01-20160209194854_dvs.pdf,0,0,1,0,0
9541567,K07190.01,,FALSE POSITIVE,FALSE POSITIVE,19 49 37.018,+46 07 11.97,131.671908,1.12284501,,0.95,,,,,,,,,,,,,,,,,,1.11111E+31,474,1,0.781,,,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009541567/kplr009541567-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009541567/kplr009541567-02-20160209194854_dvs.pdf,1,0,0,0,0
9543302,K05691.01,,FALSE POSITIVE,FALSE POSITIVE,19 51 32.791,+46 11 26.08,138.22895,13.0366377,154.6,3.184,,0.704,88.24,0.11,0,,0.012,22.77,2.23,1047,6084,4.009,-0.28,1.677,1.046,,stellar_q1_q16,1.11111E+31,84,1,,Mandel and Agol (2002 ApJ 580 171),15.4,,,9/18/2015 0:00,,,0,0,1,0,
9549471,K06070.01,,FALSE POSITIVE,FALSE POSITIVE,19 58 26.155,+46 06 56.38,132.09973,15.71377375,9482,7.464,,0.864,85.53,0.119,0,,0.104,11.09,10.85,728,5812,4.434,-0.2,0.96,0.912,,q1_q17_dr25_stellar,1.11111E+31,86,1,0.699,Mandel and Agol (2002 ApJ 580 171),98.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009549471/kplr009549471-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009549471/kplr009549471-01-20160209194854_dvs.pdf,0,1,1,1,0
9549472,K06206.01,,FALSE POSITIVE,FALSE POSITIVE,19 58 26.184,+46 07 05.66,132.0981464,15.71378722,60384.4,11.3122,,0.762,85.87,0.12,0,,0.252,10.58,27.64,747,5843,4.399,-0.18,1.006,0.924,,q1_q17_dr25_stellar,1.11111E+31,86,1,0.346,Mandel and Agol (2002 ApJ 580 171),3602,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009549472/kplr009549472-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009549472/kplr009549472-01-20160209194854_dvs.pdf,0,1,0,0,0
9549648,K01886.01,Kepler-999 b,CANDIDATE,CONFIRMED,19 58 38.510,+46 11 54.32,136.88244,5.99185827,186.3,1.7215,,0.905,85.77,0.068,0,,0.015,12.27,2.75,1355,6157,4.049,-0.02,1.695,1.173,,q1_q17_dr25_stellar,1.11111E+31,223,1,0.077,Mandel and Agol (2002 ApJ 580 171),32.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009549648/kplr009549648-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009549648/kplr009549648-01-20160209194854_dvs.pdf,0,0,0,0,1
9551430,K04030.01,,FALSE POSITIVE,FALSE POSITIVE,20 00 45.271,+46 11 08.76,134.5191,7.7553808,839.6,22.321,,1.235,31.3,0.069,0,,0.265,1.446,22.2,822,5607,4.539,-0.64,0.766,0.74,,q1_q17_dr25_stellar,1.11111E+28,148,2,0.954,Mandel and Agol (2002 ApJ 580 171),55.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009551430/kplr009551430-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009551430/kplr009551430-01-20160209194854_dvs.pdf,1,0,0,0,0
9551430,K04030.02,,FALSE POSITIVE,FALSE POSITIVE,20 00 45.271,+46 11 08.76,144.8531292,163.5148985,,3.08,,,,,,,,,,,,,,,,,,,,2,,,,,,12/4/2014 0:00,,,1,0,0,0,
9552608,K00080.01,,FALSE POSITIVE,FALSE POSITIVE,20 02 09.017,+46 06 15.62,135.407531,9.250572762,1039.5,3.6373,,1.234,77.53,0.11,0,,0.267,5.717,96.08,1966,8133,3.715,-0.08,3.294,2.053,,q1_q17_dr25_stellar,1.11111E+31,147,1,0.868,Mandel and Agol (2002 ApJ 580 171),351.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009552608/kplr009552608-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009552608/kplr009552608-01-20160209194854_dvs.pdf,0,1,0,0,0
9569711,K03232.01,,CANDIDATE,CANDIDATE,18 48 28.279,+46 13 26.15,133.67437,6.05919881,154.2,1.365,,0.438,89.19,0.065,0,,0.012,30.9,1.21,976,5734,4.462,0.04,0.962,0.977,,q1_q17_dr25_stellar,1.11111E+31,220,1,0.929,Mandel and Agol (2002 ApJ 580 171),11.7,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009569711/kplr009569711-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009569711/kplr009569711-01-20160209194854_dvs.pdf,0,0,0,0,0.996
9569866,K07191.01,,FALSE POSITIVE,FALSE POSITIVE,18 48 54.506,+46 14 46.17,131.7556963,1.480324075,400007,3.20209,,0.388,86.03,0.022,0,,0.611,5.609,47.81,1313,5260,4.56,-0.58,0.717,0.68,,q1_q17_dr25_stellar,1.11111E+31,910,1,0.978,Mandel and Agol (2002 ApJ 580 171),1095.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009569866/kplr009569866-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009569866/kplr009569866-01-20160209194854_dvs.pdf,0,1,0,0,0
9570741,K00586.01,Kepler-613 b,CANDIDATE,CONFIRMED,18 51 08.832,+46 14 41.97,175.96934,15.77980122,541.4,4.0369,,0.025,89.95,0.123,0,,0.021,30.49,2.11,713,5941,4.519,-0.14,0.911,1.001,,q1_q17_dr25_stellar,1.11111E+31,86,1,0.508,Mandel and Agol (2002 ApJ 580 171),39.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009570741/kplr009570741-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009570741/kplr009570741-01-20160209194854_dvs.pdf,0,0,0,0,1
9571186,K03313.01,,CANDIDATE,CANDIDATE,18 52 11.434,+46 15 55.19,163.52048,34.9524256,677,1.717,,1.225,88.36,0.199,0,,0.256,42.8,21.74,429,4921,4.591,0.3,0.779,0.864,,q1_q17_dr25_stellar,1.11111E+31,38,1,0.563,Mandel and Agol (2002 ApJ 580 171),15.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009571186/kplr009571186-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009571186/kplr009571186-01-20160209194854_dvs.pdf,0,0,0,0,1
9573539,K00180.01,Kepler-484 b,CANDIDATE,CONFIRMED,18 57 34.630,+46 14 56.69,129.09371,10.04556377,671.4,3.2027,,0.075,89.82,0.09,0,,0.023,24.47,2.19,766,5632,4.554,-0.04,0.853,0.952,,q1_q17_dr25_stellar,1.11111E+31,128,1,0.108,Mandel and Agol (2002 ApJ 580 171),66.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009573539/kplr009573539-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009573539/kplr009573539-01-20160209194854_dvs.pdf,0,0,0,0,1
9573685,K02057.01,Kepler-1074 b,CANDIDATE,CONFIRMED,18 57 54.367,+46 15 09.28,133.99359,5.94565516,401.2,2.1604,,0.229,89.37,0.054,0,,0.018,20.87,1.12,568,3974,4.7,-0.06,0.564,0.581,,q1_q17_dr25_stellar,1.11111E+31,227,1,0.267,Mandel and Agol (2002 ApJ 580 171),28.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009573685/kplr009573685-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009573685/kplr009573685-01-20160209194854_dvs.pdf,0,0,0,0,1
9574158,K02512.01,,CANDIDATE,CANDIDATE,18 58 52.771,+46 15 02.84,147.0537,15.92108138,716.8,1.5443,,0.972,88.01,0.12,0,,0.035,28,3.14,645,5595,4.57,-0.14,0.82,0.917,,q1_q17_dr25_stellar,1.11111E+31,82,1,0.713,Mandel and Agol (2002 ApJ 580 171),16.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009574158/kplr009574158-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009574158/kplr009574158-01-20160209194854_dvs.pdf,0,0,0,0,1
9574179,K02637.01,,CANDIDATE,CANDIDATE,18 58 54.946,+46 12 23.32,134.8296,3.98864999,94.2,3.516,,0.355,87.52,0.049,0,,0.009,8.21,1.15,1233,5692,4.288,0.16,1.188,0.997,,q1_q17_dr25_stellar,1.11111E+31,341,1,0.663,Mandel and Agol (2002 ApJ 580 171),12.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009574179/kplr009574179-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009574179/kplr009574179-01-20160209194854_dvs.pdf,0,0,0,0,0.993
9574614,K01745.01,,FALSE POSITIVE,FALSE POSITIVE,18 59 52.104,+46 16 34.54,131.701452,0.982090079,5396.7,1.44892,,1.278,63.54,0.018,0,,0.37,2.87,29.95,1568,5472,4.573,-0.52,0.742,0.75,,q1_q17_dr25_stellar,1.11111E+31,1359,1,0,Mandel and Agol (2002 ApJ 580 171),304.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009574614/kplr009574614-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009574614/kplr009574614-01-20160209194854_dvs.pdf,0,1,0,0,0
9575728,K05692.01,,CANDIDATE,CANDIDATE,19 02 32.710,+46 14 50.17,132.53192,2.64181261,70,2.127,,0.608,85.46,0.033,0,,0.008,7.67,0.59,834,4147,4.601,0.44,0.683,0.678,,q1_q17_dr25_stellar,1.11111E+31,508,1,0.627,Mandel and Agol (2002 ApJ 580 171),12.7,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009575728/kplr009575728-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009575728/kplr009575728-01-20160209194854_dvs.pdf,0,0,0,0,0.994
9576197,K06207.01,,FALSE POSITIVE,FALSE POSITIVE,19 03 32.278,+46 17 23.38,136.194674,7.964440392,68454,9.1701,,0.001,90,0.069,0,,0.236,8.233,18.98,755,5250,4.548,-0.48,0.736,0.698,,q1_q17_dr25_stellar,1.11111E+31,170,1,0.092,Mandel and Agol (2002 ApJ 580 171),693.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009576197/kplr009576197-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009576197/kplr009576197-01-20160209194854_dvs.pdf,0,1,0,0,0
9577855,K04522.01,,FALSE POSITIVE,FALSE POSITIVE,19 07 20.743,+46 17 18.63,133.57674,2.21030572,92,2.492,,0.233,88,0.035,0,,0.009,6.68,1.06,1572,6355,4.418,-0.12,1.09,1.134,,q1_q17_dr25_stellar,1.10011E+30,326,1,0.454,Mandel and Agol (2002 ApJ 580 171),11.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009577855/kplr009577855-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009577855/kplr009577855-01-20160209194854_dvs.pdf,0,0,1,0,0.01
9578686,K00709.01,Kepler-651 b,CANDIDATE,CONFIRMED,19 09 19.870,+46 12 12.64,178.78285,21.3851584,663.9,4.0819,,0.518,89.16,0.141,0,,0.024,35.36,2.17,574,5376,4.516,-0.16,0.825,0.814,,q1_q17_dr25_stellar,1.11111E+31,64,1,0.602,Mandel and Agol (2002 ApJ 580 171),67.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009578686/kplr009578686-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009578686/kplr009578686-01-20160209194854_dvs.pdf,0,0,0,0,1
9579072,K05693.01,,FALSE POSITIVE,FALSE POSITIVE,19 10 15.074,+46 15 30.38,274.9048,612.882452,631,2.024,,0.284,89.95,1.431,0,,0.023,2273,2.42,217,6029,4.494,-0.1,0.956,1.04,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),7.5,,,12/4/2014 0:00,,,1,0,0,0,
9579192,K07192.01,,FALSE POSITIVE,FALSE POSITIVE,19 10 31.649,+46 17 55.36,139.6155998,12.08353781,43086.6,7.90317,,0.749,86.13,0.115,0,,0.208,11.11,50.33,1310,6770,3.89,-0.24,2.214,1.389,,q1_q17_dr25_stellar,1.11111E+31,112,1,-1,Mandel and Agol (2002 ApJ 580 171),3799.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009579192/kplr009579192-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009579192/kplr009579192-01-20160209194854_dvs.pdf,0,1,0,0,0
9579208,K03165.01,,CANDIDATE,CANDIDATE,19 10 33.024,+46 12 15.88,132.79189,4.11754421,34.3,4.362,,0.312,87.42,0.053,0,,0.005,6.92,1.02,1581,6263,4.024,-0.18,1.726,1.147,,q1_q17_dr25_stellar,1.11111E+31,323,1,0.887,Mandel and Agol (2002 ApJ 580 171),22.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009579208/kplr009579208-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009579208/kplr009579208-01-20160209194854_dvs.pdf,0,0,0,0,1
9579499,K01461.01,,FALSE POSITIVE,FALSE POSITIVE,19 11 13.097,+46 14 20.15,140.708207,7.94671044,6084.4,2.8419,,1.255,83.53,0.071,0,,0.358,11.13,27.43,673,4859,4.626,-0.02,0.702,0.789,,q1_q17_dr25_stellar,1.11111E+31,164,1,0.033,Mandel and Agol (2002 ApJ 580 171),165.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009579499/kplr009579499-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009579499/kplr009579499-01-20160209194854_dvs.pdf,0,1,0,0,0
9579606,K05694.01,,CANDIDATE,CANDIDATE,19 11 28.558,+46 16 09.70,159.9493,107.904526,249.4,2.053,,0.241,89.95,0.425,0,,0.014,396,1.26,337,5565,4.574,-0.2,0.802,0.879,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),6.1,,,12/4/2014 0:00,,,0,0,0,0,
9579641,K00115.01,Kepler-105 b,CANDIDATE,CONFIRMED,19 11 32.959,+46 16 34.47,133.143089,5.412203927,601.6,2.9472,,0.787,85.12,0.059,0,,0.025,9.25,2.94,1093,5779,4.339,-0.06,1.087,0.941,,q1_q17_dr25_stellar,1.11111E+31,244,3,0.227,Mandel and Agol (2002 ApJ 580 171),166.7,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009579641/kplr009579641-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009579641/kplr009579641-01-20160209194854_dvs.pdf,0,0,0,0,1
9579641,K00115.02,Kepler-105 c,CANDIDATE,CONFIRMED,19 11 32.959,+46 16 34.47,139.00492,7.12594387,192.4,3.0014,,0.898,84.02,0.071,0,,0.015,8.62,1.79,997,5779,4.339,-0.06,1.087,0.941,,q1_q17_dr25_stellar,1.11111E+31,181,3,0.779,Mandel and Agol (2002 ApJ 580 171),47.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009579641/kplr009579641-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009579641/kplr009579641-02-20160209194854_dvs.pdf,0,0,0,0,1
9579641,K00115.03,,CANDIDATE,CANDIDATE,19 11 32.959,+46 16 34.47,132.6624,3.43591631,23.2,3.133,,0.624,84.62,0.044,0,,0.005,6.65,0.55,1272,5779,4.339,-0.06,1.087,0.941,,q1_q17_dr25_stellar,1.11111E+31,357,3,0.023,Mandel and Agol (2002 ApJ 580 171),8.7,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009579641/kplr009579641-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009579641/kplr009579641-03-20160209194854_dvs.pdf,0,0,0,0,0.871
9579753,K07945.01,,FALSE POSITIVE,FALSE POSITIVE,19 11 49.176,+46 17 53.78,132.0192,1.08908149,130.7,2.262,,0.31,85.05,0.018,0,,0.01,3.594,0.69,1131,4327,4.639,-0.3,0.614,0.6,,q1_q17_dr25_stellar,1.11111E+28,1041,1,0.902,Mandel and Agol (2002 ApJ 580 171),9.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009579753/kplr009579753-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009579753/kplr009579753-01-20160209194854_dvs.pdf,0,0,0,1,0
9579789,K07193.01,,FALSE POSITIVE,FALSE POSITIVE,19 11 54.110,+46 17 22.67,132.02946,2.17814186,127.7,1.988,,0.012,89.92,0.031,0,,0.01,8.48,0.92,1174,5101,4.506,0.14,0.84,0.824,,q1_q17_dr25_stellar,1.11111E+31,1228,1,0.06,Mandel and Agol (2002 ApJ 580 171),11.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009579789/kplr009579789-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009579789/kplr009579789-01-20160209194854_dvs.pdf,0,0,1,1,0
9579860,K06208.01,,FALSE POSITIVE,FALSE POSITIVE,19 12 03.962,+46 12 24.92,131.74391,2.151214629,332.6,2.226,,0.235,88.16,0.033,0,,0.016,7.33,14.54,3287,4748,2.635,-0.26,8.179,1.053,,q1_q17_dr25_stellar,1.11111E+31,624,1,0.42,Mandel and Agol (2002 ApJ 580 171),28.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009579860/kplr009579860-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009579860/kplr009579860-01-20160209194854_dvs.pdf,0,0,1,0,0
9580167,K02548.01,,CANDIDATE,CANDIDATE,19 12 43.675,+46 14 46.25,132.07927,0.827151296,272.4,1.385,,0.281,86.41,0.017,0,,0.015,4.49,19.1,5171,4452,2.28,-0.04,11.895,0.984,,q1_q17_dr25_stellar,1.11111E+28,1370,1,0.982,Mandel and Agol (2002 ApJ 580 171),8.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009580167/kplr009580167-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009580167/kplr009580167-01-20160209194854_dvs.pdf,0,0,0,0,1
9580992,K02217.01,,CANDIDATE,CANDIDATE,19 14 34.205,+46 12 56.38,155.37719,37.8034121,678.1,4.641,,0.968,87.52,0.214,0,,0.033,22.4,2.95,460,5329,4.572,0.1,0.819,0.912,,q1_q17_dr25_stellar,1.11111E+31,35,1,0.342,Mandel and Agol (2002 ApJ 580 171),20.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009580992/kplr009580992-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009580992/kplr009580992-01-20160209194854_dvs.pdf,0,0,0,0,1
9581498,K07194.01,,FALSE POSITIVE,FALSE POSITIVE,19 15 40.898,+46 13 16.11,140.3874343,10.54884842,,1.17,,,,,,,,,,,,,,,,,,1.11111E+31,125,1,,,,,,9/18/2015 0:00,,,1,0,0,0,
9581589,K04877.01,,CANDIDATE,CANDIDATE,19 15 53.239,+46 15 54.73,134.5614,5.19206571,66.6,3.716,,0.847,81.75,0.061,0,,0.008,5.91,0.99,1170,6322,4.426,-0.12,1.075,1.124,,q1_q17_dr25_stellar,1.11111E+31,259,1,0.536,Mandel and Agol (2002 ApJ 580 171),10.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009581589/kplr009581589-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009581589/kplr009581589-01-20160209194854_dvs.pdf,0,0,0,0,0.987
9582496,K04858.01,,FALSE POSITIVE,FALSE POSITIVE,19 17 50.040,+46 16 34.96,293.1378,224.447413,651,4.986,,0.416,89.95,0.691,0,,0.024,321.6,2.05,260,5489,4.574,-0.16,0.798,0.872,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),7.9,,,12/4/2014 0:00,,,1,0,0,0,
9583881,K00467.01,Kepler-562 b,CANDIDATE,CONFIRMED,19 20 28.711,+46 16 25.72,182.441015,18.00932214,3004.4,4.9611,,0.55,88.73,0.133,0,,0.052,24.87,4.96,658,5815,4.54,-0.12,0.877,0.973,,q1_q17_dr25_stellar,1.11111E+31,77,1,0.504,Mandel and Agol (2002 ApJ 580 171),245.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009583881/kplr009583881-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009583881/kplr009583881-01-20160209194854_dvs.pdf,0,0,0,0,1
9588822,K04388.01,,FALSE POSITIVE,FALSE POSITIVE,19 28 32.227,+46 12 08.71,170.095082,71.76236302,8591.9,29.435,,0.052,89.85,0.378,0,,0.084,20.172,25.76,665,5529,3.685,-0.04,2.817,1.402,,q1_q17_dr25_stellar,1.11111E+31,20,2,4.00E-04,Mandel and Agol (2002 ApJ 580 171),1134.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009588822/kplr009588822-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009588822/kplr009588822-01-20160209194854_dvs.pdf,0,1,0,0,0
9588822,K04388.02,,CANDIDATE,CANDIDATE,19 28 32.227,+46 12 08.71,191.9736,61.858947,70.8,21.32,,0.621,87.98,0.343,0,,0.008,17.62,2.47,699,5529,3.685,-0.04,2.817,1.402,,q1_q17_dr25_stellar,1.11111E+31,21,2,0.198,Mandel and Agol (2002 ApJ 580 171),9.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009588822/kplr009588822-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009588822/kplr009588822-03-20160209194854_dvs.pdf,0,0,0,0,0.998
9588862,K07195.01,,CANDIDATE,CANDIDATE,19 28 37.303,+46 12 16.30,133.42423,5.89773974,77.9,2.243,,0.157,89.38,0.066,0,,0.008,20.02,1,1150,6300,4.371,-0.1,1.126,1.082,,stellar_q1_q17,1.11111E+31,225,1,,Mandel and Agol (2002 ApJ 580 171),8.1,,,9/18/2015 0:00,,,0,0,0,0,
9588880,K07946.01,,FALSE POSITIVE,FALSE POSITIVE,19 28 39.828,+46 13 39.47,175.35495,77.97621155,,2,,,,,,,,,,,,,,,,,,1.11111E+31,18,1,-1,,,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009588880/kplr009588880-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009588880/kplr009588880-07-20160209194854_dvs.pdf,1,0,0,0,0.235
9589323,K01488.01,Kepler-861 b,CANDIDATE,CONFIRMED,19 29 24.946,+46 13 34.61,134.61096,3.949627144,807.2,1.5485,,0.049,89.86,0.046,0,,0.025,19.966,2.32,966,5155,4.523,0.14,0.836,0.849,,q1_q17_dr25_stellar,1.11111E+31,341,1,0.204,Mandel and Agol (2002 ApJ 580 171),45.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009589323/kplr009589323-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009589323/kplr009589323-01-20160209194854_dvs.pdf,0,0,0,0,1
9589524,K00468.01,Kepler-563 b,CANDIDATE,CONFIRMED,19 29 47.102,+46 17 23.16,174.597325,22.18431824,1593,3.0397,,0.032,89.97,0.142,0,,0.036,57.72,3.18,546,5157,4.5,-0.08,0.818,0.771,,q1_q17_dr25_stellar,1.11111E+31,58,1,0.121,Mandel and Agol (2002 ApJ 580 171),87.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009589524/kplr009589524-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009589524/kplr009589524-01-20160209194854_dvs.pdf,0,0,0,0,1
9590976,K00710.01,Kepler-217 b,CANDIDATE,CONFIRMED,19 32 09.060,+46 16 39.07,170.93379,5.37493289,155.8,3.9567,,0.228,88.73,0.063,0,,0.012,10.25,2.12,1413,6167,4.037,-0.12,1.689,1.135,,q1_q17_dr25_stellar,1.11111E+31,255,3,0.443,Mandel and Agol (2002 ApJ 580 171),49,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009590976/kplr009590976-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009590976/kplr009590976-01-20160209194854_dvs.pdf,0,0,0,0,1
9590976,K00710.02,Kepler-217 c,CANDIDATE,CONFIRMED,19 32 09.060,+46 16 39.07,137.95984,8.58600968,102.1,3.3443,,0.728,86.96,0.086,0,,0.01,13.75,1.84,1208,6167,4.037,-0.12,1.689,1.135,,q1_q17_dr25_stellar,1.11111E+31,149,3,0.231,Mandel and Agol (2002 ApJ 580 171),23.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009590976/kplr009590976-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009590976/kplr009590976-02-20160209194854_dvs.pdf,0,0,0,0,1
9590976,K00710.03,Kepler-217 d,CANDIDATE,CONFIRMED,19 32 09.060,+46 16 39.07,132.4955,3.88688862,58.3,3.683,,0.035,89.75,0.051,0,,0.007,8.134,1.29,1574,6167,4.037,-0.12,1.689,1.135,,q1_q17_dr25_stellar,1.11111E+31,312,3,0.6,Mandel and Agol (2002 ApJ 580 171),20.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009590976/kplr009590976-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009590976/kplr009590976-03-20160209194854_dvs.pdf,0,0,0,0,0.999
9591070,K02825.01,,FALSE POSITIVE,FALSE POSITIVE,19 32 18.391,+46 13 04.84,131.68497,0.764174368,100.2,2.346,,0.626,72.83,0.017,0,,0.01,2.12,1.18,2241,6321,4.417,0.07,1.125,1.207,,q1_q17_dr25_stellar,1.11111E+31,1759,1,0.945,Mandel and Agol (2002 ApJ 580 171),34.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009591070/kplr009591070-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009591070/kplr009591070-01-20160209194854_dvs.pdf,1,0,1,0,0
9591728,K05695.01,,FALSE POSITIVE,FALSE POSITIVE,19 33 23.328,+46 15 19.58,137.28413,11.03571773,144955,5.62958,,0.911,87.15,0.094,0,,0.524,18.335,70.42,991,6201,4.213,-0.58,1.23,0.9,,q1_q17_dr25_stellar,1.1E+16,8,1,0.124,Mandel and Agol (2002 ApJ 580 171),959.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0095/009591728/kplr009591728-20160209194854_dvr.pdf,/missions/kepler/dv_files/0095/009591728/kplr009591728-01-20160209194854_dvs.pdf,0,1,0,0,0
